pano_id,yaw,lat,lon,city,global_index,local_index
PreXwwylmG23hnheZ__zGw,35,40.781149,-73.987263,manhattan,34581,1
KvVpitc2A3TGm62WMnWezA,35,40.781212,-73.987202,manhattan,6571,2
z2NHNmEClTbKyRHYDy3SrA,35,40.781087,-73.987323,manhattan,16733,3
qsl5om--I0kZi23Usl3loA,36,40.781275,-73.987141,manhattan,55382,4
zy6cLa1Vj1mQMaoKQUpDQQ,35,40.781025,-73.987384,manhattan,50190,5
MKtN-miE7D8Sn7XSV6FZDg,36,40.781338,-73.987079,manhattan,42882,6
XETBvcvgMGXy98zM0aUxIA,35,40.780962,-73.987444,manhattan,23800,7
eEvh4QrtVyvQjJI6BT7NlA,36,40.781401,-73.987017,manhattan,54847,8
XSqq-fNLRumeAB_mWOcoqg,35,40.7809,-73.987505,manhattan,15444,9
C5cKCYx-sJC60-vkOxIGUA,36,40.781464,-73.986956,manhattan,36805,10
ttmEjmYpMpUuU5rKxKBDtQ,35,40.780839,-73.987564,manhattan,38782,11
qVQOKyetuYkPjcMrPgVRSA,35,40.781527,-73.986894,manhattan,55368,12
PHLnPXkKg6lMTsoNDiqCVw,35,40.780777,-73.987623,manhattan,3879,13
W5qHz8RB540bCB0mZoIL0Q,34,40.78159,-73.986834,manhattan,34861,14
8915v3hjpC7kz_c5qugSzw,34,40.780716,-73.987681,manhattan,25487,15
usR8sESazS4f1rKiJIXxPw,29,40.781497,-73.9868,manhattan,8178,16
8QIeofp-Ql-EfvJtY_YI2A,30,40.781722,-73.98672,manhattan,11648,17
lRAycEeukH-IupvtSja-GA,34,40.780654,-73.987739,manhattan,49552,18
NFGgkW5pl6SNlkuSvReP2w,28,40.78144,-73.986839,manhattan,37302,19
L94_6lzcrN34WTYaK0RZrQ,30,40.78179,-73.986667,manhattan,28780,20
6wZdZyWckoedGblEQ6rKcw,33,40.780593,-73.987795,manhattan,19954,21
FQF4emWeFI5rzGgh620bGg,27,40.781368,-73.986888,manhattan,28570,22
y8vTcIjWbs1ioXWaBxlNrw,29,40.781859,-73.986614,manhattan,41781,23
UiS37gOWKtwddzvRxh5yIw,33,40.780532,-73.98785,manhattan,54361,24
