r5DqC1wcUi2Lw6T4GvUxwQ,212,40.43782,-79.933351,pittsburgh,[[2]],[[96]],54736
tB8FDAVr21hPNQzUlkFwNA,291,40.437783,-79.932898,pittsburgh,"[[5]
 [1]]","[[104]
 [277]]",8448
XT0SfJ69DraxYwFZRbu1BQ,248,40.437753,-79.933464,pittsburgh,[[1]],[[52]],30523
9z-gz6woL6qhvOfXERRwxg,200,40.437853999999994,-79.933327,pittsburgh,[[7]],[[3]],32326
zWXRaqUSm1umEv7Cva-4cg,277,40.437749,-79.932722,pittsburgh,[[8]],[[94]],40626
xrAxUJdNUmmtrhJr5Xr3tg,266,40.437734000000006,-79.933613,pittsburgh,[[3]],[[80]],22984
SdsqAzCYiqySm8HZadDMSg,165,40.437957,-79.933319,pittsburgh,[[4]],[[184]],50654
MNbTIrvwYttzJGCAxWWjlQ,273,40.437746000000004,-79.932665,pittsburgh,[[11]],[[90]],15549
irQhUbJCvDBG8LrqxeEjHA,269,40.437728,-79.933758,pittsburgh,[[6]],[[86]],13756
YeXyrKZJ7HdcagRwdaBbKA,152,40.438018,-79.933348,pittsburgh,[[7]],[[159]],50930
zkoW1ZxJwhhJ8wRXaEoLpg,268,40.437746000000004,-79.932556,pittsburgh,[[14]],[[87]],2920
n7e8Y4c7ig4oMq_eB7t6SA,270,40.437725,-79.933902,pittsburgh,[[9]],[[88]],13939
STFp_UXqSh7-9DSpX4RvgA,146,40.438081,-79.933398,pittsburgh,[[10]],[[148]],10117
zpQ2an9KBhmtt0sWNBrDdA,267,40.43775,-79.932451,pittsburgh,[[17]],[[86]],40645
crq4npOr4M4gc7v653GizQ,270,40.437723999999996,-79.933973,pittsburgh,[[12]],[[89]],57006
CUzU1eZrJYgUS0fp3I0dvg,146,40.438148999999996,-79.933461,pittsburgh,[[13]],[[145]],17884
VjSGRCOVxfF3DezZw9-3CQ,266,40.437754999999996,-79.932345,pittsburgh,[[20]],[[85]],1509
scLvPENGzVRYLTVrUYGedA,272,40.437723999999996,-79.934108,pittsburgh,"[[15]
 [21]]","[[ 90]
 [160]]",14159
w74i-BJGAv__CKsQh0QpoQ,146,40.438226,-79.93353,pittsburgh,[[16]],[[145]],28765
6vwWRb6Idq8B6eF887Gy2Q,266,40.437762,-79.932233,pittsburgh,[[24]],[[84]],357
rdUNgjwrax2qovreexpLWg,126,40.437655,-79.934077,pittsburgh,[[25]],[[159]],25653
YzEbFV8FtlvptvFWxhKbmw,272,40.437725,-79.934174,pittsburgh,[[18]],[[90]],53831
Fg_h6LhdcCeWwOFBagkcnA,146,40.438306,-79.933603,pittsburgh,"[[28]
 [19]]","[[ 86]
 [145]]",9536
YEi3KYIm7-3za-PfJRxAug,265,40.43777,-79.932117,pittsburgh,[[29]],[[84]],18871
Z2428qrsD2hVudc-pF7ekw,173,40.437564,-79.934032,pittsburgh,[[30]],[[172]],42295
-5Y0mLdfxB3EJ7RRJ0Jbyg,272,40.437725,-79.934239,pittsburgh,[[22]],[[90]],14511
STW_av0ZkyHwahjiPxej7Q,146,40.438347,-79.93364,pittsburgh,[[23]],[[145]],24479
HnI3CQVzA4qnDIxOmSOUgA,28,40.438313,-79.93345500000001,pittsburgh,[[33]],[[62]],41490
rcFpD4k-H408nmWuYcLbrA,266,40.437778,-79.931998,pittsburgh,[[34]],[[84]],40260
ZN0OEW4vLd84T4uUyyNyDA,171,40.437453000000005,-79.93401300000001,pittsburgh,[[35]],[[169]],13290
s_sB1vColGgehXQwNHl-aA,271,40.437725,-79.93435699999999,pittsburgh,[[26]],[[89]],8417
qyZAbzUM-rCQrNMzianlMA,146,40.438428,-79.933714,pittsburgh,[[27]],[[144]],16915
cZEi1bSAqO2fQY9VVOhIEg,73,40.438364,-79.933328,pittsburgh,[[38]],[[75]],30792
l_fjmJKS_eiKqFVComOYJw,266,40.437787,-79.93187900000001,pittsburgh,[[39]],[[84]],39984
c6xIUfqhpi_N5GQDB00adA,169,40.437362,-79.933991,pittsburgh,[[40]],[[169]],42497
kXIXwl6ggGhHKma-H29hQA,270,40.437723,-79.93446899999999,pittsburgh,"[[31]
 [41]]","[[88]
 [56]]",39939
ctbbKWVCGCtVY7Hd4V6QEw,145,40.438508,-79.933789,pittsburgh,[[32]],[[144]],45419
RXX_x1D-5zZGR1puVvKwwA,75,40.438379,-79.933254,pittsburgh,[[44]],[[75]],30243
g0WZ1Ut6fs6VDABWu_5JTA,266,40.437795,-79.931758,pittsburgh,[[45]],[[85]],39736
cvNHMptkfTsI7Hq5Adc5Mg,169,40.437278000000006,-79.933971,pittsburgh,[[46]],[[169]],10634
mm3G-EuLSxLZN-4dgnssOg,141,40.437734999999996,-79.934444,pittsburgh,[[36]],[[237]],13920
tQmV__a9lWPuon5d7-81iQ,269,40.43772,-79.93453000000001,pittsburgh,[[36]],[[87]],51919
tE1ZC1hpCicqy7tvZPHQuA,145,40.438587,-79.933863,pittsburgh,[[37]],[[144]],46143
IN0Zm_7AqLsONBDtBsJGHg,75,40.438404,-79.933127,pittsburgh,[[50]],[[75]],53049
h9cGpau2mOZDLQzJ0EpudQ,267,40.437803,-79.931636,pittsburgh,[[51]],[[85]],5017
5uSokG8wZ1ow3nf7K-GRpA,169,40.437197999999995,-79.93395,pittsburgh,[[52]],[[169]],35112
i-pDlDf0fOvDYC_C6v2IsQ,227,40.437808000000004,-79.934463,pittsburgh,[[53]],[[17]],57229
3wI5QeY1jFe6eEnh5nZNBw,266,40.437712,-79.93466,pittsburgh,[[42]],[[85]],49567
Ka-kyrT8V2-Y2KFqTk-YoA,145,40.438626,-79.933899,pittsburgh,[[43]],[[144]],32855
SyYOASQu-7gDgGSdlpD9Hg,75,40.438428,-79.933009,pittsburgh,[[56]],[[74]],27405
sUpGgfo-mEziMamsJioUBA,267,40.43781,-79.931513,pittsburgh,[[57]],[[85]],25695
dEPaw81idHpxfjP7wF5jaQ,168,40.437087,-79.933923,pittsburgh,"[[58]
 [59]]","[[126]
 [152]]",33781
lpJN7NJbZAQ-aRMrJ1eekQ,35,40.43802,-79.934374,pittsburgh,[[60]],[[27]],22469
CP-cW11wXeanEcNh6CAl7g,263,40.437699,-79.934792,pittsburgh,[[48]],[[82]],23728
3zpIyB0gwz-jH_kM66LO1Q,145,40.438665,-79.93393499999999,pittsburgh,[[49]],[[144]],9000
Ud9f5D-MT4SoT5O2o-YCfg,74,40.438452000000005,-79.932893,pittsburgh,[[63]],[[74]],45016
jkxcK-V-bjhvk7pil5Dq1w,266,40.437818,-79.931389,pittsburgh,[[64]],[[84]],34059
NFHdY7A-NWi-0VQ9MjVzwg,104,40.437042,-79.933842,pittsburgh,[[65]],[[90]],32980
UH4mJUpBSpZRj7MNku8yZQ,202,40.437003999999995,-79.933868,pittsburgh,[[66]],[[176]],44999
