loc_id,osm_lat,osm_lon,osm_yaw,wayidx,neighbor,pano_id,gsv_lat,gsv_lon,gsv_yaw
1,51.524573400000001,-0.134928700000000,2.386818184934709e+02,1,,duneE2nGRA6GKHrSm_lArQ,51.524538000000000,-0.134854000000000,1.450800000000000e+02
2,51.524545500000002,-0.135002400000000,2.390097396771368e+02,1,,UKByGjEi2uHW0x1-FF4vew,51.524574999999999,-0.135029000000000,2.203199900000000e+02
3,51.524495760301221,-0.135135500581563,2.390096354670977e+02,1,,6dl5NCsYHsiV8gFiyWqwsw,51.524546000000001,-0.135102000000000,2.311299900000000e+02
4,51.524446020451819,-0.135268600872344,2.390095312716039e+02,1,,jXnsQgAulFb14CBN1MwZAA,51.524448999999997,-0.135345000000000,2.396599900000000e+02
5,51.524396280451818,-0.135401700872345,2.390094270680156e+02,1,,cFiHApIs1m9tAsUFMCkDyg,51.524410000000003,-0.135442000000000,2.383300000000000e+02
6,51.524346540301217,-0.135534800581564,2.390093228703345e+02,1,,e3REyFlyMVcThulVD9BO0w,51.524366000000001,-0.135550000000000,2.384700000000000e+02
7,51.524296800000002,-0.135667900000000,2.392510053076280e+02,1,,xg0r0KE0_J5kOZ5VedjQ4g,51.524307000000000,-0.135697000000000,2.396899900000000e+02
8,51.524266300000001,-0.135750300000000,2.383374493043659e+02,1,,Q6wNy9upXwVYSJ3uTeW_lQ,51.524261000000003,-0.135816000000000,2.400800000000000e+02
9,51.524177700000003,-0.135965200000000,2.367286104596566e+02,1,,vo1ilsLGOU3RQnfDNkhuow,51.524183000000001,-0.135921000000000,3.129000000000000e+02
10,51.524130233448254,-0.136081466909060,2.367285194400682e+02,1,,6VqaRwm8dtlOHpU5BJKIPQ,51.524158999999997,-0.136100000000000,2.358799900000000e+02
11,51.524082766781589,-0.136197733575726,2.367284284136172e+02,1,,5LZkj7ejfI_TkV2wS8KmkQ,51.524116999999997,-0.136211000000000,2.360699900000000e+02
12,51.524035300000001,-0.136314000000000,2.398158613815733e+02,1,,DLbjBboEsEmeNDRCTHGBYg,51.524065999999998,-0.136347000000000,2.380100000000000e+02
13,51.523990250329341,-0.136438483949106,2.398157639376403e+02,1,,FJCjAX5TOCKfh74WPqYsrg,51.524022000000002,-0.136457000000000,2.374000000000000e+02
